"LocationDesc","Topic","Stratification1","DataValue"
"Nevada","Diabetes","Black, non-Hispanic",677
"Nevada","Diabetes","Female",2404
"Nevada","Diabetes","Hispanic",691
"Nevada","Diabetes","Male",4012
"Nevada","Diabetes","Overall",4483
"Nevada","Diabetes","White, non-Hispanic",4398
"Nevada","Overarching Conditions","American Indian or Alaska Native",137
"Nevada","Overarching Conditions","Asian or Pacific Islander",667
"Nevada","Overarching Conditions","Black, non-Hispanic",1368
"Nevada","Overarching Conditions","Female",4032
"Nevada","Overarching Conditions","Hispanic",1250
"Nevada","Overarching Conditions","Male",6539
"Nevada","Overarching Conditions","Overall",10571
"Nevada","Overarching Conditions","White, non-Hispanic",7147
"New Hampshire","Alcohol","American Indian or Alaska Native",0
"New Hampshire","Alcohol","Asian or Pacific Islander",0
"New Hampshire","Alcohol","Black, non-Hispanic",0
"New Hampshire","Alcohol","Female",138
"New Hampshire","Alcohol","Hispanic",0
"New Hampshire","Alcohol","Male",268
"New Hampshire","Alcohol","Overall",406
"New Hampshire","Alcohol","White, non-Hispanic",396
"New Hampshire","Asthma","American Indian or Alaska Native",0
"New Hampshire","Asthma","Asian or Pacific Islander",0
"New Hampshire","Asthma","Black, non-Hispanic",0
"New Hampshire","Asthma","Female",0
"New Hampshire","Asthma","Hispanic",0
"New Hampshire","Asthma","Male",0
"New Hampshire","Asthma","Overall",0
"New Hampshire","Asthma","White, non-Hispanic",0
"New Hampshire","Cardiovascular Disease","American Indian or Alaska Native",0
"New Hampshire","Cardiovascular Disease","Asian or Pacific Islander",21
"New Hampshire","Cardiovascular Disease","Black, non-Hispanic",0
"New Hampshire","Cardiovascular Disease","Female",9439
"New Hampshire","Cardiovascular Disease","Hispanic",32
"New Hampshire","Cardiovascular Disease","Male",10686
"New Hampshire","Cardiovascular Disease","Overall",20125
"New Hampshire","Cardiovascular Disease","White, non-Hispanic",19778
"New Hampshire","Chronic Kidney Disease","American Indian or Alaska Native",0
"New Hampshire","Chronic Kidney Disease","Asian or Pacific Islander",0
"New Hampshire","Chronic Kidney Disease","Black, non-Hispanic",0
"New Hampshire","Chronic Kidney Disease","Female",894
"New Hampshire","Chronic Kidney Disease","Hispanic",0
"New Hampshire","Chronic Kidney Disease","Male",1099
"New Hampshire","Chronic Kidney Disease","Overall",1993
"New Hampshire","Chronic Kidney Disease","White, non-Hispanic",1935
"New Hampshire","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"New Hampshire","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"New Hampshire","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",0
"New Hampshire","Chronic Obstructive Pulmonary Disease","Female",2255
"New Hampshire","Chronic Obstructive Pulmonary Disease","Hispanic",0
"New Hampshire","Chronic Obstructive Pulmonary Disease","Male",2167
"New Hampshire","Chronic Obstructive Pulmonary Disease","Overall",4422
"New Hampshire","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",4370
"New Hampshire","Diabetes","American Indian or Alaska Native",0
"New Hampshire","Diabetes","Asian or Pacific Islander",0
"New Hampshire","Diabetes","Black, non-Hispanic",0
"New Hampshire","Diabetes","Female",1397
"New Hampshire","Diabetes","Hispanic",0
"New Hampshire","Diabetes","Male",1954
"New Hampshire","Diabetes","Overall",2269
"New Hampshire","Diabetes","White, non-Hispanic",3298
"New Hampshire","Overarching Conditions","American Indian or Alaska Native",0
"New Hampshire","Overarching Conditions","Asian or Pacific Islander",0
"New Hampshire","Overarching Conditions","Black, non-Hispanic",55
"New Hampshire","Overarching Conditions","Female",1674
"New Hampshire","Overarching Conditions","Hispanic",44
"New Hampshire","Overarching Conditions","Male",2829
"New Hampshire","Overarching Conditions","Overall",4503
"New Hampshire","Overarching Conditions","White, non-Hispanic",4351
"New Jersey","Alcohol","American Indian or Alaska Native",0
"New Jersey","Alcohol","Asian or Pacific Islander",65
"New Jersey","Alcohol","Black, non-Hispanic",158
"New Jersey","Alcohol","Female",625
"New Jersey","Alcohol","Hispanic",283
"New Jersey","Alcohol","Male",1121
"New Jersey","Alcohol","Overall",1746
"New Jersey","Alcohol","White, non-Hispanic",1239
"New Jersey","Asthma","American Indian or Alaska Native",0
"New Jersey","Asthma","Asian or Pacific Islander",0
"New Jersey","Asthma","Black, non-Hispanic",79
"New Jersey","Asthma","Female",117
"New Jersey","Asthma","Hispanic",24
"New Jersey","Asthma","Male",89
"New Jersey","Asthma","Overall",206
"New Jersey","Asthma","White, non-Hispanic",87
"New Jersey","Cardiovascular Disease","American Indian or Alaska Native",20
"New Jersey","Cardiovascular Disease","Asian or Pacific Islander",4149
"New Jersey","Cardiovascular Disease","Black, non-Hispanic",16134
"New Jersey","Cardiovascular Disease","Female",65086
"New Jersey","Cardiovascular Disease","Hispanic",8521
"New Jersey","Cardiovascular Disease","Male",65763
"New Jersey","Cardiovascular Disease","Overall",130849
"New Jersey","Cardiovascular Disease","White, non-Hispanic",101942
"New Jersey","Chronic Kidney Disease","American Indian or Alaska Native",0
"New Jersey","Chronic Kidney Disease","Asian or Pacific Islander",451
"New Jersey","Chronic Kidney Disease","Black, non-Hispanic",2171
"New Jersey","Chronic Kidney Disease","Female",5652
"New Jersey","Chronic Kidney Disease","Hispanic",1006
"New Jersey","Chronic Kidney Disease","Male",6648
"New Jersey","Chronic Kidney Disease","Overall",12300
"New Jersey","Chronic Kidney Disease","White, non-Hispanic",8661
"New Jersey","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"New Jersey","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",293
"New Jersey","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",1870
"New Jersey","Chronic Obstructive Pulmonary Disease","Female",9804
"New Jersey","Chronic Obstructive Pulmonary Disease","Hispanic",926
"New Jersey","Chronic Obstructive Pulmonary Disease","Male",8224
"New Jersey","Chronic Obstructive Pulmonary Disease","Overall",18028
"New Jersey","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",14921
"New Jersey","Diabetes","American Indian or Alaska Native",0
"New Jersey","Diabetes","Asian or Pacific Islander",913
"New Jersey","Diabetes","Black, non-Hispanic",3364
"New Jersey","Diabetes","Female",8041
"New Jersey","Diabetes","Hispanic",2010
"New Jersey","Diabetes","Male",9503
"New Jersey","Diabetes","Overall",11858
"New Jersey","Diabetes","White, non-Hispanic",11229
"New Jersey","Overarching Conditions","American Indian or Alaska Native",0
"New Jersey","Overarching Conditions","Asian or Pacific Islander",902
"New Jersey","Overarching Conditions","Black, non-Hispanic",5722
"New Jersey","Overarching Conditions","Female",10038
"New Jersey","Overarching Conditions","Hispanic",2893
"New Jersey","Overarching Conditions","Male",15695
"New Jersey","Overarching Conditions","Overall",25733
"New Jersey","Overarching Conditions","White, non-Hispanic",16183
"New Mexico","Alcohol","American Indian or Alaska Native",317
"New Mexico","Alcohol","Asian or Pacific Islander",0
"New Mexico","Alcohol","Black, non-Hispanic",0
"New Mexico","Alcohol","Female",451
"New Mexico","Alcohol","Hispanic",543
"New Mexico","Alcohol","Male",734
"New Mexico","Alcohol","Overall",1185
"New Mexico","Alcohol","White, non-Hispanic",308
"New Mexico","Asthma","American Indian or Alaska Native",0
"New Mexico","Asthma","Asian or Pacific Islander",0
"New Mexico","Asthma","Black, non-Hispanic",0
"New Mexico","Asthma","Female",0
"New Mexico","Asthma","Hispanic",0
"New Mexico","Asthma","Male",0
"New Mexico","Asthma","Overall",45
"New Mexico","Asthma","White, non-Hispanic",0
"New Mexico","Cardiovascular Disease","American Indian or Alaska Native",1489
"New Mexico","Cardiovascular Disease","Asian or Pacific Islander",134
"New Mexico","Cardiovascular Disease","Black, non-Hispanic",606
"New Mexico","Cardiovascular Disease","Female",13740
"New Mexico","Cardiovascular Disease","Hispanic",9711
"New Mexico","Cardiovascular Disease","Male",16420
"New Mexico","Cardiovascular Disease","Overall",30160
"New Mexico","Cardiovascular Disease","White, non-Hispanic",17917
"New Mexico","Chronic Kidney Disease","American Indian or Alaska Native",315
"New Mexico","Chronic Kidney Disease","Asian or Pacific Islander",0
"New Mexico","Chronic Kidney Disease","Black, non-Hispanic",59
"New Mexico","Chronic Kidney Disease","Female",1195
"New Mexico","Chronic Kidney Disease","Hispanic",968
"New Mexico","Chronic Kidney Disease","Male",1385
"New Mexico","Chronic Kidney Disease","Overall",2580
"New Mexico","Chronic Kidney Disease","White, non-Hispanic",1209
"New Mexico","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",78
"New Mexico","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"New Mexico","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",70
"New Mexico","Chronic Obstructive Pulmonary Disease","Female",3050
"New Mexico","Chronic Obstructive Pulmonary Disease","Hispanic",1530
"New Mexico","Chronic Obstructive Pulmonary Disease","Male",3316
"New Mexico","Chronic Obstructive Pulmonary Disease","Overall",6366
"New Mexico","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",4550
"New Mexico","Diabetes","American Indian or Alaska Native",766
"New Mexico","Diabetes","Asian or Pacific Islander",0
"New Mexico","Diabetes","Black, non-Hispanic",135
"New Mexico","Diabetes","Female",2534
"New Mexico","Diabetes","Hispanic",2457
"New Mexico","Diabetes","Male",3185
"New Mexico","Diabetes","Overall",3921
"New Mexico","Diabetes","White, non-Hispanic",2276
"New Mexico","Overarching Conditions","American Indian or Alaska Native",919
"New Mexico","Overarching Conditions","Asian or Pacific Islander",52
"New Mexico","Overarching Conditions","Black, non-Hispanic",178
"New Mexico","Overarching Conditions","Female",2942
"New Mexico","Overarching Conditions","Hispanic",3152
"New Mexico","Overarching Conditions","Male",4815
"New Mexico","Overarching Conditions","Overall",7757
"New Mexico","Overarching Conditions","White, non-Hispanic",3402
"New York","Alcohol","American Indian or Alaska Native",20
"New York","Alcohol","Asian or Pacific Islander",85
"New York","Alcohol","Black, non-Hispanic",332
"New York","Alcohol","Female",1140
"New York","Alcohol","Hispanic",582
"New York","Alcohol","Male",2180
"New York","Alcohol","Overall",3320
"New York","Alcohol","White, non-Hispanic",2222
"New York","Asthma","American Indian or Alaska Native",0
"New York","Asthma","Asian or Pacific Islander",0
"New York","Asthma","Black, non-Hispanic",191
"New York","Asthma","Female",338
"New York","Asthma","Hispanic",152
"New York","Asthma","Male",216
"New York","Asthma","Overall",554
"New York","Asthma","White, non-Hispanic",179
"New York","Cardiovascular Disease","American Indian or Alaska Native",365
"New York","Cardiovascular Disease","Asian or Pacific Islander",11753
"New York","Cardiovascular Disease","Black, non-Hispanic",45108
"New York","Cardiovascular Disease","Female",153465
"New York","Cardiovascular Disease","Hispanic",26995
"New York","Cardiovascular Disease","Male",152203
"New York","Cardiovascular Disease","Overall",305668
"New York","Cardiovascular Disease","White, non-Hispanic",217212
"New York","Chronic Kidney Disease","American Indian or Alaska Native",26
"New York","Chronic Kidney Disease","Asian or Pacific Islander",556
"New York","Chronic Kidney Disease","Black, non-Hispanic",2724
"New York","Chronic Kidney Disease","Female",8904
"New York","Chronic Kidney Disease","Hispanic",1361
"New York","Chronic Kidney Disease","Male",10098
"New York","Chronic Kidney Disease","Overall",19002
"New York","Chronic Kidney Disease","White, non-Hispanic",14140
"New York","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",60
"New York","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",758
"New York","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",3661
"New York","Chronic Obstructive Pulmonary Disease","Female",21343
"New York","Chronic Obstructive Pulmonary Disease","Hispanic",2311
"New York","Chronic Obstructive Pulmonary Disease","Male",19113
"New York","Chronic Obstructive Pulmonary Disease","Overall",40456
"New York","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",33155
"New York","Diabetes","American Indian or Alaska Native",122
"New York","Diabetes","Asian or Pacific Islander",2098
"New York","Diabetes","Black, non-Hispanic",9590
"New York","Diabetes","Female",20450
"New York","Diabetes","Hispanic",6126
"New York","Diabetes","Male",23130
"New York","Diabetes","Overall",29495
"New York","Diabetes","White, non-Hispanic",24909
"New York","Overarching Conditions","American Indian or Alaska Native",171
"New York","Overarching Conditions","Asian or Pacific Islander",2138
"New York","Overarching Conditions","Black, non-Hispanic",11551
"New York","Overarching Conditions","Female",20778
"New York","Overarching Conditions","Hispanic",6753
"New York","Overarching Conditions","Male",32622
"New York","Overarching Conditions","Overall",53400
"New York","Overarching Conditions","White, non-Hispanic",31851
"North Carolina","Alcohol","American Indian or Alaska Native",29
"North Carolina","Alcohol","Asian or Pacific Islander",0
"North Carolina","Alcohol","Black, non-Hispanic",371
"North Carolina","Alcohol","Female",1028
"North Carolina","Alcohol","Hispanic",84
"North Carolina","Alcohol","Male",1715
"North Carolina","Alcohol","Overall",2743
"North Carolina","Alcohol","White, non-Hispanic",2222
"North Carolina","Asthma","American Indian or Alaska Native",0
"North Carolina","Asthma","Asian or Pacific Islander",0
"North Carolina","Asthma","Black, non-Hispanic",69
"North Carolina","Asthma","Female",128
"North Carolina","Asthma","Hispanic",0
"North Carolina","Asthma","Male",59
"North Carolina","Asthma","Overall",187
"North Carolina","Asthma","White, non-Hispanic",101
"North Carolina","Cardiovascular Disease","American Indian or Alaska Native",1568
"North Carolina","Cardiovascular Disease","Asian or Pacific Islander",1109
"North Carolina","Cardiovascular Disease","Black, non-Hispanic",30390
"North Carolina","Cardiovascular Disease","Female",70591
"North Carolina","Cardiovascular Disease","Hispanic",1787
"North Carolina","Cardiovascular Disease","Male",77496
"North Carolina","Cardiovascular Disease","Overall",148087
"North Carolina","Cardiovascular Disease","White, non-Hispanic",113047
"North Carolina","Chronic Kidney Disease","American Indian or Alaska Native",205
"North Carolina","Chronic Kidney Disease","Asian or Pacific Islander",116
"North Carolina","Chronic Kidney Disease","Black, non-Hispanic",4640
"North Carolina","Chronic Kidney Disease","Female",7672
"North Carolina","Chronic Kidney Disease","Hispanic",242
"North Carolina","Chronic Kidney Disease","Male",8285
"North Carolina","Chronic Kidney Disease","Overall",15957
"North Carolina","Chronic Kidney Disease","White, non-Hispanic",10734
"North Carolina","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",353
"North Carolina","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",60
"North Carolina","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",3870
"North Carolina","Chronic Obstructive Pulmonary Disease","Female",15741
"North Carolina","Chronic Obstructive Pulmonary Disease","Hispanic",119
"North Carolina","Chronic Obstructive Pulmonary Disease","Male",15307
"North Carolina","Chronic Obstructive Pulmonary Disease","Overall",31048
"North Carolina","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",26570
"North Carolina","Diabetes","American Indian or Alaska Native",378
"North Carolina","Diabetes","Asian or Pacific Islander",186
"North Carolina","Diabetes","Black, non-Hispanic",7469
"North Carolina","Diabetes","Female",11662
"North Carolina","Diabetes","Hispanic",415
"North Carolina","Diabetes","Male",14673
"North Carolina","Diabetes","Overall",17850
"North Carolina","Diabetes","White, non-Hispanic",17848
"North Carolina","Overarching Conditions","American Indian or Alaska Native",572
"North Carolina","Overarching Conditions","Asian or Pacific Islander",336
"North Carolina","Overarching Conditions","Black, non-Hispanic",10338
"North Carolina","Overarching Conditions","Female",14980
"North Carolina","Overarching Conditions","Hispanic",866
"North Carolina","Overarching Conditions","Male",22638
"North Carolina","Overarching Conditions","Overall",37618
"North Carolina","Overarching Conditions","White, non-Hispanic",25441
"North Dakota","Alcohol","American Indian or Alaska Native",60
"North Dakota","Alcohol","Asian or Pacific Islander",0
"North Dakota","Alcohol","Black, non-Hispanic",0
"North Dakota","Alcohol","Female",70
"North Dakota","Alcohol","Hispanic",0
"North Dakota","Alcohol","Male",152
"North Dakota","Alcohol","Overall",222
"North Dakota","Alcohol","White, non-Hispanic",159
"North Dakota","Asthma","American Indian or Alaska Native",0
"North Dakota","Asthma","Asian or Pacific Islander",0
"North Dakota","Asthma","Black, non-Hispanic",0
"North Dakota","Asthma","Female",0
"North Dakota","Asthma","Hispanic",0
"North Dakota","Asthma","Male",0
"North Dakota","Asthma","Overall",0
"North Dakota","Asthma","White, non-Hispanic",0
"North Dakota","Cardiovascular Disease","American Indian or Alaska Native",497
"North Dakota","Cardiovascular Disease","Asian or Pacific Islander",0
"North Dakota","Cardiovascular Disease","Black, non-Hispanic",0
"North Dakota","Cardiovascular Disease","Female",5226
"North Dakota","Cardiovascular Disease","Hispanic",0
"North Dakota","Cardiovascular Disease","Male",5704
"North Dakota","Cardiovascular Disease","Overall",10930
"North Dakota","Cardiovascular Disease","White, non-Hispanic",10233
"North Dakota","Chronic Kidney Disease","American Indian or Alaska Native",85
"North Dakota","Chronic Kidney Disease","Asian or Pacific Islander",0
"North Dakota","Chronic Kidney Disease","Black, non-Hispanic",0
"North Dakota","Chronic Kidney Disease","Female",614
"North Dakota","Chronic Kidney Disease","Hispanic",0
"North Dakota","Chronic Kidney Disease","Male",700
"North Dakota","Chronic Kidney Disease","Overall",1314
"North Dakota","Chronic Kidney Disease","White, non-Hispanic",1216
"North Dakota","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",73
"North Dakota","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"North Dakota","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",0
"North Dakota","Chronic Obstructive Pulmonary Disease","Female",952
"North Dakota","Chronic Obstructive Pulmonary Disease","Hispanic",0
"North Dakota","Chronic Obstructive Pulmonary Disease","Male",1159
"North Dakota","Chronic Obstructive Pulmonary Disease","Overall",2111
"North Dakota","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",1983
"North Dakota","Diabetes","American Indian or Alaska Native",154
"North Dakota","Diabetes","Asian or Pacific Islander",0
"North Dakota","Diabetes","Black, non-Hispanic",0
"North Dakota","Diabetes","Female",829
"North Dakota","Diabetes","Hispanic",0
"North Dakota","Diabetes","Male",1227
"North Dakota","Diabetes","Overall",1360
"North Dakota","Diabetes","White, non-Hispanic",1855
"North Dakota","Overarching Conditions","American Indian or Alaska Native",241
"North Dakota","Overarching Conditions","Asian or Pacific Islander",0
"North Dakota","Overarching Conditions","Black, non-Hispanic",0
"North Dakota","Overarching Conditions","Female",742
"North Dakota","Overarching Conditions","Hispanic",0
"North Dakota","Overarching Conditions","Male",1374
"North Dakota","Overarching Conditions","Overall",2116
"North Dakota","Overarching Conditions","White, non-Hispanic",1795
"Ohio","Alcohol","American Indian or Alaska Native",0
"Ohio","Alcohol","Asian or Pacific Islander",0
"Ohio","Alcohol","Black, non-Hispanic",308
"Ohio","Alcohol","Female",1193
"Ohio","Alcohol","Hispanic",77
"Ohio","Alcohol","Male",1950
"Ohio","Alcohol","Overall",3143
"Ohio","Alcohol","White, non-Hispanic",2724
"Ohio","Asthma","American Indian or Alaska Native",0
"Ohio","Asthma","Asian or Pacific Islander",0
"Ohio","Asthma","Black, non-Hispanic",80
"Ohio","Asthma","Female",156
"Ohio","Asthma","Hispanic",0
"Ohio","Asthma","Male",91
"Ohio","Asthma","Overall",247
"Ohio","Asthma","White, non-Hispanic",159
"Ohio","Cardiovascular Disease","American Indian or Alaska Native",71
"Ohio","Cardiovascular Disease","Asian or Pacific Islander",1113
"Ohio","Cardiovascular Disease","Black, non-Hispanic",23033
"Ohio","Cardiovascular Disease","Female",102451
"Ohio","Cardiovascular Disease","Hispanic",1632
"Ohio","Cardiovascular Disease","Male",108488
"Ohio","Cardiovascular Disease","Overall",210939
"Ohio","Cardiovascular Disease","White, non-Hispanic",184924
"Ohio","Chronic Kidney Disease","American Indian or Alaska Native",0
"Ohio","Chronic Kidney Disease","Asian or Pacific Islander",108
"Ohio","Chronic Kidney Disease","Black, non-Hispanic",2629
"Ohio","Chronic Kidney Disease","Female",8629
"Ohio","Chronic Kidney Disease","Hispanic",180
"Ohio","Chronic Kidney Disease","Male",9234
"Ohio","Chronic Kidney Disease","Overall",17863
"Ohio","Chronic Kidney Disease","White, non-Hispanic",14923
"Ohio","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",20
"Ohio","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",129
"Ohio","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",3224
"Ohio","Chronic Obstructive Pulmonary Disease","Female",21686
"Ohio","Chronic Obstructive Pulmonary Disease","Hispanic",211
"Ohio","Chronic Obstructive Pulmonary Disease","Male",21319
"Ohio","Chronic Obstructive Pulmonary Disease","Overall",43005
"Ohio","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",39376
"Ohio","Diabetes","American Indian or Alaska Native",0
"Ohio","Diabetes","Asian or Pacific Islander",227
"Ohio","Diabetes","Black, non-Hispanic",5113
"Ohio","Diabetes","Female",16881
"Ohio","Diabetes","Hispanic",447
"Ohio","Diabetes","Male",20056
"Ohio","Diabetes","Overall",24874
"Ohio","Diabetes","White, non-Hispanic",31087
"Ohio","Overarching Conditions","American Indian or Alaska Native",66
"Ohio","Overarching Conditions","Asian or Pacific Islander",265
"Ohio","Overarching Conditions","Black, non-Hispanic",7548
"Ohio","Overarching Conditions","Female",18534
"Ohio","Overarching Conditions","Hispanic",647
"Ohio","Overarching Conditions","Male",28215
"Ohio","Overarching Conditions","Overall",46749
"Ohio","Overarching Conditions","White, non-Hispanic",38194
"Oklahoma","Alcohol","American Indian or Alaska Native",250
"Oklahoma","Alcohol","Asian or Pacific Islander",0
"Oklahoma","Alcohol","Black, non-Hispanic",77
"Oklahoma","Alcohol","Female",466
"Oklahoma","Alcohol","Hispanic",84
"Oklahoma","Alcohol","Male",925
"Oklahoma","Alcohol","Overall",1391
"Oklahoma","Alcohol","White, non-Hispanic",972
"Oklahoma","Asthma","American Indian or Alaska Native",0
"Oklahoma","Asthma","Asian or Pacific Islander",0
"Oklahoma","Asthma","Black, non-Hispanic",0
"Oklahoma","Asthma","Female",55
"Oklahoma","Asthma","Hispanic",0
"Oklahoma","Asthma","Male",0
"Oklahoma","Asthma","Overall",88
"Oklahoma","Asthma","White, non-Hispanic",63
"Oklahoma","Cardiovascular Disease","American Indian or Alaska Native",5018
"Oklahoma","Cardiovascular Disease","Asian or Pacific Islander",540
"Oklahoma","Cardiovascular Disease","Black, non-Hispanic",4859
"Oklahoma","Cardiovascular Disease","Female",35605
"Oklahoma","Cardiovascular Disease","Hispanic",1419
"Oklahoma","Cardiovascular Disease","Male",39151
"Oklahoma","Cardiovascular Disease","Overall",74756
"Oklahoma","Cardiovascular Disease","White, non-Hispanic",62841
"Oklahoma","Chronic Kidney Disease","American Indian or Alaska Native",613
"Oklahoma","Chronic Kidney Disease","Asian or Pacific Islander",49
"Oklahoma","Chronic Kidney Disease","Black, non-Hispanic",518
"Oklahoma","Chronic Kidney Disease","Female",3141
"Oklahoma","Chronic Kidney Disease","Hispanic",164
"Oklahoma","Chronic Kidney Disease","Male",3453
"Oklahoma","Chronic Kidney Disease","Overall",6594
"Oklahoma","Chronic Kidney Disease","White, non-Hispanic",5244
"Oklahoma","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",1301
"Oklahoma","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",24
"Oklahoma","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",766
"Oklahoma","Chronic Obstructive Pulmonary Disease","Female",9843
"Oklahoma","Chronic Obstructive Pulmonary Disease","Hispanic",168
"Oklahoma","Chronic Obstructive Pulmonary Disease","Male",10126
"Oklahoma","Chronic Obstructive Pulmonary Disease","Overall",19969
"Oklahoma","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",17639
"Oklahoma","Diabetes","American Indian or Alaska Native",1815
"Oklahoma","Diabetes","Asian or Pacific Islander",189
"Oklahoma","Diabetes","Black, non-Hispanic",1585
"Oklahoma","Diabetes","Female",8952
"Oklahoma","Diabetes","Hispanic",559
"Oklahoma","Diabetes","Male",10980
"Oklahoma","Diabetes","Overall",13442
"Oklahoma","Diabetes","White, non-Hispanic",15739
"Oklahoma","Overarching Conditions","American Indian or Alaska Native",1862
"Oklahoma","Overarching Conditions","Asian or Pacific Islander",158
"Oklahoma","Overarching Conditions","Black, non-Hispanic",1573
"Oklahoma","Overarching Conditions","Female",7010
"Oklahoma","Overarching Conditions","Hispanic",590
"Oklahoma","Overarching Conditions","Male",10361
"Oklahoma","Overarching Conditions","Overall",17371
"Oklahoma","Overarching Conditions","White, non-Hispanic",13151
"Oregon","Alcohol","American Indian or Alaska Native",24
"Oregon","Alcohol","Asian or Pacific Islander",0
"Oregon","Alcohol","Black, non-Hispanic",0
"Oregon","Alcohol","Female",519
"Oregon","Alcohol","Hispanic",72
"Oregon","Alcohol","Male",838
"Oregon","Alcohol","Overall",1357
"Oregon","Alcohol","White, non-Hispanic",1209
"Oregon","Asthma","American Indian or Alaska Native",0
"Oregon","Asthma","Asian or Pacific Islander",0
"Oregon","Asthma","Black, non-Hispanic",0
"Oregon","Asthma","Female",61
"Oregon","Asthma","Hispanic",0
"Oregon","Asthma","Male",21
"Oregon","Asthma","Overall",99
"Oregon","Asthma","White, non-Hispanic",88
"Oregon","Cardiovascular Disease","American Indian or Alaska Native",426
"Oregon","Cardiovascular Disease","Asian or Pacific Islander",1225
"Oregon","Cardiovascular Disease","Black, non-Hispanic",859
"Oregon","Cardiovascular Disease","Female",27253
"Oregon","Cardiovascular Disease","Hispanic",1171
"Oregon","Cardiovascular Disease","Male",30714
"Oregon","Cardiovascular Disease","Overall",57967
"Oregon","Cardiovascular Disease","White, non-Hispanic",54090
"Oregon","Chronic Kidney Disease","American Indian or Alaska Native",68
"Oregon","Chronic Kidney Disease","Asian or Pacific Islander",147
"Oregon","Chronic Kidney Disease","Black, non-Hispanic",128
"Oregon","Chronic Kidney Disease","Female",2872
"Oregon","Chronic Kidney Disease","Hispanic",198
"Oregon","Chronic Kidney Disease","Male",3066
"Oregon","Chronic Kidney Disease","Overall",5938
"Oregon","Chronic Kidney Disease","White, non-Hispanic",5386
"Oregon","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",132
"Oregon","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",74
"Oregon","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",99
"Oregon","Chronic Obstructive Pulmonary Disease","Female",6544
"Oregon","Chronic Obstructive Pulmonary Disease","Hispanic",157
"Oregon","Chronic Obstructive Pulmonary Disease","Male",6654
"Oregon","Chronic Obstructive Pulmonary Disease","Overall",13198
"Oregon","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",12593
"Oregon","Diabetes","American Indian or Alaska Native",223
"Oregon","Diabetes","Asian or Pacific Islander",435
"Oregon","Diabetes","Black, non-Hispanic",273
"Oregon","Diabetes","Female",6042
"Oregon","Diabetes","Hispanic",501
"Oregon","Diabetes","Male",7726
"Oregon","Diabetes","Overall",9351
"Oregon","Diabetes","White, non-Hispanic",12286
"Oregon","Overarching Conditions","American Indian or Alaska Native",198
"Oregon","Overarching Conditions","Asian or Pacific Islander",351
"Oregon","Overarching Conditions","Black, non-Hispanic",331
"Oregon","Overarching Conditions","Female",4933
"Oregon","Overarching Conditions","Hispanic",559
"Oregon","Overarching Conditions","Male",7722
"Oregon","Overarching Conditions","Overall",12655
"Oregon","Overarching Conditions","White, non-Hispanic",11156
"Pennsylvania","Alcohol","American Indian or Alaska Native",0
"Pennsylvania","Alcohol","Asian or Pacific Islander",0
"Pennsylvania","Alcohol","Black, non-Hispanic",197
"Pennsylvania","Alcohol","Female",1082
"Pennsylvania","Alcohol","Hispanic",115
"Pennsylvania","Alcohol","Male",1763
"Pennsylvania","Alcohol","Overall",2845
"Pennsylvania","Alcohol","White, non-Hispanic",2489
"Pennsylvania","Asthma","American Indian or Alaska Native",0
"Pennsylvania","Asthma","Asian or Pacific Islander",0
"Pennsylvania","Asthma","Black, non-Hispanic",56
